student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
8486,23.9,86.9,2.9,82.8,B
8487,14.2,92.8,9.5,78.5,C
8488,12.5,70.9,5.5,70.9,C
8489,10.3,96,1.9,76.4,C
8490,2.3,88.3,5.6,69.4,D
8491,16.9,77.7,7.8,80.9,B
8492,29.4,86.7,6.4,90.2,A
8493,18.2,83.3,4.2,79.4,C
8494,19.8,94.4,4.6,88.6,B
8495,12.1,80.7,5.4,77,C
8496,13.3,87.7,5.1,73.8,C
8497,21.9,77.5,3.5,73.5,C
8498,29.1,73.7,5.9,86.7,B
8499,25.4,87.1,3.3,87.9,B
8500,20.6,74.2,7.9,76.7,C
8501,15.2,94.6,8.1,84.6,B
8502,16.5,92.1,4,87.4,B
8503,9.7,75.8,4.6,69.3,D
8504,4.9,87.6,5.2,78.9,C
8505,7.1,75.8,5.9,67.3,D
8506,15.3,65.7,6.5,71.1,C
8507,13,77.8,6.9,73.9,C
8508,4.7,84.4,6.9,68.3,D
8509,14.7,91.3,9.1,79.8,C
8510,12.8,86.8,6.1,77.5,C
8511,6.8,95.9,3.4,74.1,C
8512,12.4,73.2,2.8,66.9,D
8513,12.8,80.5,9.3,78.2,C
8514,10.7,100,7,86.8,B
8515,21.5,61.8,6.4,79,C
8516,1.7,79.6,6.9,67.4,D
8517,1.1,72.1,6.3,65.7,D
8518,15,82.7,6.9,74.4,C
8519,15.7,79.8,5.3,77.6,C
8520,17.8,92.2,8.1,86.1,B
8521,11.2,88.1,5,74.9,C
8522,8.6,69.3,4.2,66.5,D
8523,14.9,77.9,2.6,72,C
8524,11.9,85,5.5,72.2,C
8525,25.9,93.9,8.5,98.5,A
8526,12.7,100,5.1,84.5,B
8527,14.6,93.4,3.2,77.3,C
8528,32.3,72.9,6.6,83.1,B
8529,13.6,83.9,4.7,68.7,D
8530,18.9,87.2,9.1,92.5,A
8531,19.5,78.8,8.1,82.3,B
8532,20.1,90.6,3.5,84.2,B
8533,17,57.7,5.7,67.5,D
8534,16.4,91.6,4.5,79.7,C
8535,15.7,79.3,3.7,74,C
8536,11,83.7,5.9,76.1,C
8537,17.3,100,7.6,88.4,B
8538,29.2,69.9,5.8,81.3,B
8539,23.5,88.3,5,82.5,B
8540,17.1,94.5,1.6,78.5,C
8541,21,87,4.7,77.4,C
8542,8.9,65.6,7.1,66.4,D
8543,13.2,100,3.3,79.4,C
8544,21.6,82.5,8.6,87.4,B
8545,25.4,78.7,4.8,87.7,B
8546,9.6,81.3,6.4,72.7,C
8547,11.6,80.4,5.2,74,C
8548,30.3,70.7,3.6,76.9,C
8549,15.7,87,6.9,82.3,B
8550,27.8,77.8,4.8,81.9,B
8551,16.4,93.1,4.3,80.1,B
8552,16.7,91.2,1.2,78.3,C
8553,12.9,100,8.6,87.5,B
8554,21.6,82.5,6,78.7,C
8555,24.5,75.4,8.2,87.8,B
8556,7.8,67.4,7.2,68.6,D
8557,12.5,100,8.2,89.1,B
8558,21.4,92.9,4.9,89.7,B
8559,14.1,76.7,3.3,76.9,C
8560,11.5,100,7.5,79.4,C
8561,22.1,100,6.3,91.3,A
8562,22.7,68.8,5.1,73.2,C
8563,11.9,76,7.5,79.1,C
8564,16.5,83.4,6.6,84.7,B
8565,6.5,72.2,7.3,72.6,C
8566,8.7,83.8,4,70.2,C
8567,15.9,93.5,8,86.8,B
8568,15.2,68.5,6,71.6,C
8569,8.2,88.5,8.2,77.9,C
8570,10,99,7.9,82.4,B
8571,7.5,89.8,7.4,70.8,C
8572,18.2,84.1,5.8,78.4,C
8573,1.2,77,7.4,74.3,C
8574,7.9,95,8.2,79.7,C
8575,2,70.9,7.2,66.1,D
8576,17.9,87.9,6.4,82.8,B
8577,2.4,85.3,7.4,70.2,C
8578,15.2,98.5,4.9,82.9,B
8579,26.5,78,9,87.6,B
8580,26.7,79,2.6,74.8,C
8581,2.4,70.1,6.1,66.6,D
8582,17.1,90.2,5.2,86.4,B
8583,8.1,79.9,4.7,67,D
8584,6.6,74.7,6.6,68.6,D
8585,14.2,75.8,3.7,76.9,C
8586,23.6,91.4,10,90.3,A
8587,19.2,71.8,3.3,75.4,C
8588,10,72.8,4.1,81.6,B
8589,19.9,95.8,3.9,86,B
8590,0,83,6.4,67.8,D
8591,9.7,96.5,8,84.3,B
8592,9.2,80.7,7.1,76.8,C
8593,15.5,85,8.9,81,B
8594,13.6,86.9,4.3,71.5,C
8595,14,100,7.3,87.1,B
8596,13.8,100,5.4,85,B
8597,15.2,98.8,6.5,83.8,B
8598,18.8,77.5,8.2,86.8,B
8599,16,73.2,2.6,75.8,C
8600,13,94.1,10,87.9,B
8601,17.8,100,5.7,85.4,B
8602,20.8,99,2.8,78.3,C
8603,11.1,85.2,4.6,74,C
8604,14.6,93.7,6.2,76.6,C
8605,23.1,93.9,4.6,79.6,C
8606,7.3,86.8,1.9,70.9,C
8607,27.6,87.3,6.2,93.1,A
8608,5.6,86.2,4.6,64.9,D
8609,12.6,75.5,7.3,74.6,C
8610,8.3,76.8,3.9,68.5,D
8611,30.3,76.6,10,91.4,A
8612,11.5,65.8,7,66.6,D
8613,11.5,86.7,6.4,81.5,B
8614,12.4,84.5,7.2,74.4,C
8615,15.7,94.1,2.4,72.6,C
8616,12.7,100,5,77.4,C
8617,14.1,100,9.6,89.5,B
8618,0,100,5.4,71.6,C
8619,15.4,75.9,5.9,73.6,C
8620,15.1,67.8,5.1,73.4,C
8621,22.3,96.2,8.9,93,A
8622,24.2,100,5.5,83.8,B
8623,13.7,100,3.5,82,B
8624,20.7,90.8,10,93.8,A
8625,7.3,61,3.2,61,D
8626,20.4,89.4,5.8,83.7,B
8627,11,91.7,4.3,82.1,B
8628,6.7,100,4.6,74.4,C
8629,13.7,100,3.9,80.4,B
8630,24.8,95.9,4.9,90,A
8631,16.3,78,8,80,B
8632,25.5,72.7,2.2,77.1,C
8633,9.8,91.4,8.5,80.7,B
8634,22.3,75.5,8.2,88.4,B
8635,10.4,100,7,84.7,B
8636,16.6,64.5,6.3,72.9,C
8637,16.5,91.8,6.6,80.7,B
8638,19.6,88.8,8.8,85.1,B
8639,16.8,82.5,2.5,78.1,C
8640,9.8,73.9,7.5,68.1,D
8641,21.2,60.3,4.5,80.2,B
8642,27.1,78.6,7.7,87.7,B
8643,10.9,78.8,4.8,68.2,D
8644,2.2,98.3,7.4,76.5,C
8645,18.5,75.6,2.9,72.2,C
8646,12.7,90.4,2.6,73.9,C
8647,14.1,69.5,5.8,68,D
8648,18.9,90.8,8.9,86.8,B
8649,11.8,58.1,7.1,61.9,D
8650,13.1,100,7.1,82.5,B
8651,14.3,83.3,7.7,77.5,C
8652,25.3,51.5,5.2,72.2,C
8653,15.2,76.4,7.2,75.3,C
8654,6.4,74.5,4.8,67.5,D
8655,6.6,77.1,5.4,71.8,C
8656,16,80.6,5.6,78.8,C
8657,7.1,77,4.9,72.8,C
8658,4.1,75.2,5.9,65.7,D
8659,19.4,71.1,5.5,77.7,C
8660,19.8,94.9,4.6,85.6,B
8661,12.4,99.4,5.7,85.4,B
8662,17.1,81.9,6.3,77.7,C
8663,16.3,84.8,3.8,79.7,C
8664,19.2,71.5,6.8,75.8,C
8665,19.2,85.9,5,79.6,C
8666,0,87.8,6.4,68.2,D
8667,13.3,82.4,4.7,76.6,C
8668,18.6,89.8,8.1,82.7,B
8669,12.1,88.7,7.9,77.7,C
8670,15.3,72.4,3.9,70.2,C
8671,20.3,99.3,7,89.6,B
8672,15.6,82.5,8.9,79.2,C
8673,25.6,100,4.1,90.9,A
8674,22.9,90,4.3,83.6,B
8675,14.2,100,7.5,87.6,B
8676,13.6,99.1,3.4,80.1,B
8677,0,87.7,4.4,72.2,C
8678,12.7,76.3,4,72.1,C
8679,5.5,76.6,7.5,67.1,D
8680,16.5,91.4,4.6,80.2,B
8681,16.1,86.7,5.4,79.9,C
8682,19.9,77.9,4.5,75.6,C
8683,24.8,95,8.3,97.3,A
8684,14.8,85.5,4.3,76.1,C
8685,31,95.1,3.2,89.3,B
8686,16.6,73.3,3.1,73.1,C
8687,5.8,97,7.4,75.4,C
8688,11.1,91,7.5,83,B
8689,12.4,99.4,8.5,87.6,B
8690,19.1,96.7,3.5,83.7,B
8691,8.4,84,5.5,74.9,C
8692,12.9,83,10,80.1,B
8693,13.9,100,5.4,78.4,C
8694,11.9,81.5,4.9,73.1,C
8695,20.7,94,6,85,B
8696,19.5,80.4,7.1,75.9,C
8697,23.2,62.7,7,75.2,C
8698,12.7,70.3,4.8,66.8,D
8699,23.4,89.9,4.8,82.6,B
8700,5.5,93.4,5.4,78.2,C
8701,5.3,89.9,4.5,73.3,C
8702,6.5,98.8,3.5,77.6,C
8703,15.1,89.7,9.6,86.7,B
8704,23.4,75.7,5.2,84.3,B
8705,10.8,92.1,5.3,77.7,C
8706,11.7,87,5.4,81.1,B
8707,13.5,78.1,5.8,71.5,C
8708,19,90.7,6.9,84.9,B
8709,11.7,86,5.1,72.7,C
8710,11.3,77.7,8.3,80.1,B
8711,5.6,82.9,7.2,73.9,C
8712,11,100,5.6,84.6,B
8713,23.2,100,4.7,84.8,B
8714,15.6,87.3,8.2,81.1,B
8715,9.8,85.7,5.7,69.7,D
8716,23.7,67.8,3.5,77.5,C
8717,10.9,100,8,82.5,B
8718,24.9,97.4,4.5,91.5,A
8719,24.8,94,7.7,91.8,A
8720,15.4,57.7,1,57.1,F
8721,4.5,85.5,5.3,65.5,D
8722,31,83.5,8.3,93.6,A
8723,17.7,93.2,6,85.4,B
8724,12.7,79.6,7.2,70.2,C
8725,21.7,82.2,4.2,80.7,B
8726,19.9,92.4,6.7,83.2,B
8727,24.2,75.7,6,79.3,C
8728,10.4,78.1,6.5,71.7,C
8729,17.2,87.3,10,86.7,B
8730,6.7,100,8.6,79.2,C
8731,19.7,94.7,7.6,82,B
8732,14.8,97.9,7.6,85.9,B
8733,17,85.8,4.2,77.6,C
8734,14,100,5.1,79.7,C
8735,13.2,64.1,2.9,65.6,D
8736,8.9,100,3.5,75.8,C
8737,20.5,100,4.2,86.6,B
8738,25.4,90.5,5.9,88,B
8739,11.1,95,3.5,77.3,C
8740,18.9,84.5,5.9,81.6,B
8741,18,82.5,5.7,82.5,B
8742,15.1,77.7,3.7,78.5,C
8743,4.3,84.4,9.1,74.4,C
8744,5.9,91.7,3.4,69.6,D
8745,9.5,90,8.2,75.1,C
8746,0,100,1.5,69.7,D
8747,24.9,86.2,5.7,83.8,B
8748,17.6,67.1,3.6,78.7,C
8749,14.8,100,4.7,91.1,A
8750,0,70.3,9.6,66.2,D
8751,2.2,78.3,5.3,61.2,D
8752,15,88.3,3.8,79.5,C
8753,28.8,90,7,98.7,A
8754,10.1,67.7,5.3,64.3,D
8755,21,76,6.3,86.4,B
8756,11.6,67.2,4.2,62.4,D
8757,15.4,92.5,4.3,75.6,C
8758,23.5,99.2,4.4,89.6,B
8759,12.6,70.3,7.6,76.9,C
8760,10.2,96.9,5.5,79,C
8761,24.9,96.2,3.9,89.3,B
8762,15.3,77.1,6.3,80.1,B
8763,22.6,61.2,6.2,80.1,B
8764,10.2,72.1,7.1,70.3,C
8765,24.8,77.9,5,80.1,B
8766,16.9,100,5.8,88.9,B
8767,18,83.6,6.8,83.2,B
8768,15.9,72.9,4,74.7,C
8769,11.5,86.8,7.8,77.2,C
8770,15,69.5,6,75.4,C
8771,11.9,91.2,3.8,73,C
8772,21.7,73.3,3.8,77.9,C
8773,13.6,75,5.8,74.5,C
8774,4.5,89.5,4.9,71.9,C
8775,3.2,100,7.5,79.8,C
8776,2.9,100,5.4,71.6,C
8777,19.3,72.5,6.6,80.6,B
8778,6.9,77.8,4.3,68.5,D
8779,17.1,91.2,6,80.4,B
8780,16,99,8.6,84,B
8781,14.5,59,5.7,74.7,C
8782,18.1,86,4.9,80.2,B
8783,16.1,79.2,4.3,74.6,C
8784,0,61.9,6,56,F
8785,12.7,69,8.8,78.2,C
8786,18,78.2,3.3,78.6,C
8787,26.5,85.7,5.9,90.3,A
8788,26.8,97.1,2.6,88,B
8789,5.5,89.3,5.2,74.7,C
8790,12.6,96.4,6.5,79.5,C
8791,4,85.3,2.8,67.8,D
8792,25.6,76.5,5.1,82.8,B
8793,22.1,82.8,6.6,85.1,B
8794,17.5,93.3,6.3,78.8,C
8795,16.2,97.4,6.7,90.8,A
8796,24.7,83.2,4.1,88.2,B
8797,23.5,73.9,6.6,78.6,C
8798,23.1,89,4.8,86.9,B
8799,18.2,90.7,7.4,80.8,B
8800,12.6,99.8,1.4,77.2,C
8801,20.4,76.9,5.4,72.9,C
8802,20.7,77,6.2,79.8,C
8803,13.7,94.1,8.7,83.1,B
8804,12.5,80.1,6.2,79.1,C
8805,22.9,79.6,6.4,88.5,B
8806,26.6,100,6.8,99.2,A
8807,9.8,68.5,8.5,75.7,C
8808,13.2,100,5.2,82.4,B
8809,17.5,77.6,3.2,76,C
8810,18.4,95.4,2.8,82.7,B
8811,11.3,83.7,7.3,73.9,C
8812,28.2,88.3,6.4,94.1,A
8813,18,81.8,5.5,81.6,B
8814,18.7,95.3,4.8,86.3,B
8815,27.3,80.8,6.4,80.4,B
8816,11.9,78.1,6.4,76.1,C
8817,14.4,100,7,88.2,B
8818,6.2,85.4,3.8,69.9,D
8819,13.8,76.9,2.5,69.5,D
8820,4.6,67.1,4.2,58.5,F
8821,20.2,100,3.3,80.8,B
8822,17.9,78.4,3.2,76,C
8823,13.1,100,9.1,86.1,B
8824,14.3,89.8,1.5,74.1,C
8825,20.3,86.7,6.9,89.4,B
8826,7,87,7.8,72.2,C
8827,16.4,100,8,86.9,B
8828,19.9,58.7,6.6,79,C
8829,2.5,87.6,8.6,72.9,C
8830,19.8,81.8,9.6,86,B
8831,3.3,82.4,5.4,68.1,D
8832,14.2,86.8,6.9,82.3,B
8833,6.9,81.8,8.6,68.7,D
8834,25,87.3,4.3,84.7,B
8835,6.9,84.7,5.5,72.4,C
8836,3.4,69.2,4.7,60.2,D
8837,15.9,89.6,6.9,83.5,B
8838,12.1,93.6,2.2,77.8,C
8839,4.5,78.5,8.9,73.6,C
8840,18.7,100,7.1,93.8,A
8841,1.1,100,7.2,74.1,C
8842,7.7,95.1,1.3,73.1,C
8843,11,95,3.9,78.6,C
8844,20.6,85.4,9,86.3,B
8845,24.1,98.7,5.6,93.8,A
8846,22.7,100,2.6,87,B
8847,13.9,94.7,6.4,78.7,C
8848,0,78.2,7.4,69.2,D
8849,17.7,84.5,7.1,80.7,B
8850,25.3,91.9,5.7,87.9,B
8851,23.6,95.1,8.3,91.1,A
8852,18.2,84.1,4.6,81.7,B
8853,6.7,78.2,7.1,74.9,C
8854,11.3,100,6.3,81.5,B
8855,28.5,72.1,5.7,83.6,B
8856,5.1,73.7,5.2,60.5,D
8857,7,69.1,5.3,64.3,D
8858,21.6,73.7,6.1,77.2,C
8859,12,100,5.4,82.4,B
8860,6.7,100,7.5,79.7,C
8861,25.7,84.1,4.9,82.7,B
8862,18.2,91,9.1,87.8,B
8863,12.3,84.9,4.8,75.4,C
8864,7,70.7,7.8,62.5,D
8865,29.3,100,7.9,100,A
8866,14.8,100,6.3,87.8,B
8867,24.8,89.3,6.2,87.4,B
8868,21.3,74.7,4.5,79.4,C
8869,11.4,82.3,5,73.1,C
8870,11.4,76.7,6.4,69.1,D
8871,25.1,86.2,5.9,93.4,A
8872,25.2,88.7,8.4,93.2,A
8873,1.9,80.9,5.1,69.5,D
8874,18.8,67.5,5.2,73.9,C
8875,14.2,100,2.7,83.2,B
8876,7.8,87.9,7.3,72.1,C
8877,16.8,90.5,7.1,83,B
8878,5.6,79.9,8,74.7,C
8879,11.7,66.3,8.1,70.5,C
8880,9.4,84,7.6,79.1,C
8881,11.5,81.1,7.7,77.9,C
8882,14.5,93.5,7.2,83.8,B
8883,7.9,95.9,7.5,77.3,C
8884,26,94.2,2.3,87.4,B
8885,18.5,96.9,3.8,89.1,B
8886,27.6,100,3.5,91.4,A
8887,13.9,89.7,8.5,84.6,B
8888,11.2,98.2,4.4,81.1,B
8889,27.3,90.9,4.8,85.5,B
8890,11,62.2,6,67.4,D
8891,13.8,83.1,3.5,74,C
8892,20,74.6,6.8,73.6,C
8893,6.3,87.8,1.7,70.8,C
8894,20,75.5,3.6,73.7,C
8895,19.1,92.3,6.4,87.2,B
8896,23.9,96.8,3.5,84.7,B
8897,21.2,99.4,8.6,98.2,A
8898,24.1,100,6.1,90.6,A
8899,14.2,64.9,8.3,79.7,C
8900,9,70.6,6.7,69.7,D
8901,29.8,100,6,95.3,A
8902,4.3,97.1,4,77.7,C
8903,5,87.7,7.9,72,C
8904,19,85.4,6.9,83.4,B
8905,26.4,84.3,10,93.8,A
8906,16.3,61.8,7.7,74.9,C
8907,22,75.7,5.2,80.1,B
8908,1,83.7,6.6,68.5,D
8909,11.5,76.4,6.8,76.9,C
8910,1.9,78,8.3,70,C
8911,20.5,100,8.6,94.6,A
8912,4.2,82,5.7,70.6,C
8913,6.1,88.3,3.6,72.6,C
8914,18.6,87.9,2.3,81.7,B
8915,22.4,92.1,3.7,83.5,B
8916,13.9,79.3,4.8,78.1,C
8917,19,100,9,90.6,A
8918,18.8,90.3,9,83.2,B
8919,13.5,69.6,7.9,73.7,C
8920,7.3,83.7,8.5,73.6,C
8921,19,82.9,4.6,80.7,B
8922,19.3,82.4,3,76.8,C
8923,21.3,91.1,4,83.9,B
8924,17.2,92.6,1.9,81.6,B
8925,6.8,91.2,3.8,76.9,C
8926,19.8,89.1,5,83.8,B
8927,15,86,6.3,83.1,B
8928,11.6,59.2,6.3,67,D
8929,12.9,94.3,4.6,74.5,C
8930,10.2,90.9,7.1,75.4,C
8931,21.2,73.2,4.7,77.3,C
8932,5.1,88.4,6,75.2,C
8933,8,92.8,3.8,73.4,C
8934,12.7,99.1,8.2,88.6,B
8935,26.3,91.1,6,95.3,A
8936,22.4,88.9,7.4,84.9,B
8937,3.5,96.4,3.6,78,C
8938,24.5,81.3,6.3,80.3,B
8939,24.4,89.9,7.1,94.8,A
8940,6.8,77.5,1.9,65.2,D
8941,0,98.3,8.3,74.7,C
8942,14.5,65.7,3.5,68.7,D
8943,22.9,94.8,6.4,86.6,B
8944,26.1,85.2,9.6,96.3,A
8945,8.9,96.6,7.9,78.9,C
8946,27.3,75.6,3,79.6,C
8947,0,86.1,5.6,63.6,D
8948,12.4,85.7,8.5,78.1,C
8949,12.1,90.2,4.4,74.7,C
8950,23.1,72.4,5.3,77.4,C
8951,24.1,92.6,5.2,87.2,B
8952,21.7,62.8,7.1,74.1,C
8953,5.5,77,2.9,70.2,C
8954,21,66.2,7.3,77.9,C
8955,18.6,94.9,4.8,84.9,B
8956,3.3,89.8,6,74.6,C
8957,0.5,90.5,5.6,75.7,C
8958,22.3,100,7.2,94.1,A
8959,13.7,81.2,6,75.9,C
8960,6,92.3,8.9,75.2,C
8961,13.5,85.8,8,81.6,B
8962,17.5,84,4.4,81.9,B
8963,14.4,100,8.7,87.7,B
8964,4.1,100,6.6,77.3,C
8965,28.2,79.8,6.3,88.1,B
8966,22,95,7.7,84.4,B
8967,12.7,88.8,3.9,76.6,C
8968,12.9,89,3.2,77.8,C
8969,17.5,88,6,81.9,B
8970,7.1,81,4.8,73.6,C
8971,17.3,42,10,73.5,C
8972,5.7,100,4.5,74.1,C
8973,14.5,76.7,6.1,77.1,C
8974,6.8,82.1,6.4,72.5,C
8975,7.2,82.4,8.5,69.1,D
8976,26.5,75.6,4,81.4,B
8977,15.4,87.9,2.8,73.4,C
8978,16.5,84.5,8.8,83.7,B
8979,0.9,76.4,6.2,67.6,D
8980,10.8,86.8,7.6,77.9,C
8981,18.2,84.6,7.7,80.7,B
8982,16.4,96.1,8.1,87.3,B
8983,0,68.9,5.2,68.4,D
8984,16.4,75.3,4.7,68.6,D
8985,17.6,93.7,2,80,B
8986,24,77.3,4,79,C
8987,10.4,74.2,6.1,70.6,C
8988,0,77.9,4.6,63.3,D
8989,8,83.8,3.7,69.6,D
8990,7.3,83.8,6.1,74.8,C
8991,20.2,82.5,8.7,84.5,B
8992,0,72.7,5.9,56.7,F
8993,11.9,94.3,3.7,81.2,B
8994,25,100,8.5,98.4,A
8995,15.1,62.1,4.5,67.2,D
8996,21.3,66.4,9,80.7,B
8997,3.5,97,5.5,77.8,C
8998,3.8,100,6.2,79.4,C
8999,25.1,59.4,9.1,85.2,B
9000,15.7,94.8,3.3,81,B
9001,15.7,100,3.9,84.8,B
9002,7.2,74.7,5.3,72.9,C
9003,15.7,100,5.7,83.6,B
9004,7,82.9,10,78.4,C
9005,23.3,88.8,4.2,78.1,C
9006,34.1,76.4,3.4,82.4,B
9007,18.4,97,4.1,85.2,B
9008,10.6,95,6.5,81.8,B
9009,0,100,7,73.2,C
9010,3.2,100,4.6,72.1,C
9011,25.9,84.9,6,86.2,B
9012,7.8,100,9.9,84.3,B
9013,12.4,100,6.1,75.6,C
9014,19.6,91.5,6.6,87,B
9015,25.4,73,9.8,87.2,B
9016,13.6,66.6,4.6,70.5,C
9017,12.2,67.7,4.5,68.5,D
9018,15.5,73.8,5.1,70.1,C
9019,10.6,100,4.9,76.6,C
9020,11,90.8,2.4,78.3,C
9021,17.9,77.6,6.3,77,C
9022,16.3,83.4,6.4,82.4,B
9023,29.9,81.9,5.6,85.4,B
9024,18.1,94.6,6.5,85.4,B
9025,23.1,74.5,6.5,80.6,B
9026,7.5,89.2,3.4,70.9,C
9027,18.7,88.6,6.6,82.8,B
9028,9.9,74.8,7.1,77.3,C
9029,17.8,100,2.8,88.5,B
9030,19.8,81.5,8.9,85.6,B
9031,15.3,73.1,3.5,70.8,C
9032,31.9,95.2,3.7,88.7,B
9033,25,85.7,6.4,83.1,B
9034,23.2,89.9,7.1,92.6,A
9035,20.4,70.8,7.6,75.4,C
9036,27.3,94.7,7.1,91.8,A
9037,4.9,100,5,76.1,C
9038,24.6,69.8,6.2,73.2,C
9039,8.1,89.3,5.4,70.9,C
9040,11,75.6,6.3,69.1,D
9041,18.9,100,6.1,85.6,B
9042,23.6,99.9,5,90.4,A
9043,6.9,88.4,5.3,76.5,C
9044,11.4,70.3,2.3,64.6,D
9045,15.7,73.2,7.7,75.9,C
9046,13.7,94,6.6,81.7,B
9047,21,68.7,1.4,69.7,D
9048,39.1,69,7.6,94.5,A
9049,17.9,85.1,5.9,82.5,B
9050,9.9,86.6,4.1,65.4,D
9051,5.9,89.6,3.9,73.3,C
9052,12.7,79.7,4.6,74.2,C
9053,8.4,96,4.1,76.6,C
9054,18.3,74.7,4.4,79.4,C
9055,18.2,92.5,9.4,82.9,B
9056,11.8,87.6,6.7,74.7,C
9057,28.9,92.2,10,96.7,A
9058,9.9,99.2,6.5,73.9,C
9059,14.2,79.5,7.2,77.2,C
9060,19.5,77.1,4.2,80,B
9061,21.2,64.7,5.7,77.2,C
9062,23.9,60.8,5.8,77.1,C
9063,18,82.9,7.2,81.3,B
9064,22.4,83.7,5.9,82.7,B
9065,10.3,72,6.7,70.3,C
9066,21.4,74.5,6.6,81.6,B
9067,21.3,100,5.4,83.8,B
9068,25.6,95.5,5.2,94.2,A
9069,3.3,69.9,4.7,61,D
9070,8.6,79.7,8.2,76.6,C
9071,20.8,89.9,5.4,84.6,B
9072,0,77.5,6.7,62.4,D
9073,18.4,75.3,5.7,81.6,B
9074,22.4,80.9,8.1,88.9,B
9075,11,98.1,2,71.3,C
9076,12,99.2,6.6,82.4,B
9077,7.5,76.2,3.5,67.8,D
9078,11.3,90.5,6.8,73,C
9079,11.6,84.9,5.7,69.7,D
9080,10.2,72.9,3,65.1,D
9081,9.8,81.4,6.7,70.8,C
9082,13.1,69.8,6.4,69.6,D
9083,13,99,5.5,78.1,C
9084,28.1,100,5.8,93.7,A
9085,12.2,80.1,6.3,72.9,C
9086,17.4,77.2,8.4,84.2,B
9087,11,97.7,5.4,80.4,B
9088,10.9,99.6,8,86,B
9089,3.1,71.6,5.9,60.1,D
9090,4,83.2,8.6,71.4,C
9091,6.6,84.3,5.5,72.3,C
9092,16.3,75.8,4.7,76.4,C
9093,22.5,89.6,3.8,81.8,B
9094,2.5,76.6,5.9,65.1,D
9095,11.2,78.5,4.4,70.8,C
9096,5.4,83.8,8.8,73.9,C
9097,13.2,67.1,4.3,75.6,C
9098,22.5,60.3,4.6,75.1,C
9099,11.9,96,7.2,82.2,B
9100,14.7,76.1,8.4,74.7,C
9101,25.2,100,7.5,90.1,A
9102,18.2,100,8.1,88.8,B
9103,9.7,78.9,5.8,76.1,C
9104,16.1,100,5.9,84.5,B
9105,9.2,96.3,10,83.1,B
9106,17.9,77.3,9.4,80.3,B
9107,18.6,54,7.4,67.1,D
9108,5.4,93.3,8.2,78.8,C
9109,16.2,85.4,7.7,81.4,B
9110,14.2,90.2,3.6,78.7,C
9111,18.8,82.3,5.9,81.3,B
9112,20.8,71.3,9,79.2,C
9113,18.3,79.9,7.4,82.1,B
9114,12.9,93.5,5.9,76.5,C
9115,21.5,80.7,9,86.7,B
9116,8.9,80.7,6.7,73.6,C
9117,5.8,66.8,7.5,72,C
9118,0,86.1,6.7,66.5,D
9119,14.5,71.7,7.1,71.2,C
9120,9.2,96,7.2,78.9,C
9121,17.8,76.2,8.6,82.9,B
9122,1.2,81.5,8.9,62.5,D
9123,10.5,100,5.1,82.6,B
9124,18.3,81.3,6.7,80.4,B
9125,7.8,79.7,8.5,71.4,C
9126,17.9,92,5.7,82.3,B
9127,11.1,63.6,3.4,63,D
9128,14.8,100,4.2,78.4,C
9129,19.2,96.9,4.3,78.6,C
9130,21.7,91.3,5.1,87.4,B
9131,15.6,44.5,4.5,61.5,D
9132,9.3,81.9,8.1,75,C
9133,11.8,69.7,5.4,73,C
9134,19.5,98.5,8.5,90.4,A
9135,7.9,97.6,3.7,70.8,C
9136,13.8,89.7,5.3,81,B
9137,12.3,70.6,6.2,76.5,C
9138,14.3,100,7.6,87.4,B
9139,7.9,81.9,8.3,72.8,C
9140,2,100,4.9,69,D
9141,18.6,88.2,8,82.6,B
9142,21.7,91.1,2.6,82.6,B
9143,2.5,79.5,7.7,74,C
9144,17.6,100,3.3,80.9,B
9145,22.6,92.3,6.9,86.5,B
9146,19.2,100,8.3,93.4,A
9147,12.1,87.1,7.8,78.5,C
9148,8.4,84.4,2.7,75.1,C
9149,15.6,92.1,5.1,80.5,B
9150,16.7,100,7.4,91,A
9151,15.7,97.2,7.4,86.7,B
9152,13.7,86.7,6.6,81.5,B
9153,7.4,62.7,1.6,59.5,F
9154,18,94.7,8.4,87.3,B
9155,18.3,67.7,8.8,79.9,C
9156,16.4,85.4,6.3,83,B
9157,15.8,83.6,6.5,81.3,B
9158,26.8,68,7,77.6,C
9159,10.6,89.5,8.9,81.7,B
9160,24,100,6.5,89.8,B
9161,9.9,81.2,5.6,71.7,C
9162,22.8,94.2,6.8,90.5,A
9163,23.6,100,6,96,A
9164,12.9,95.4,6,80.5,B
9165,26.6,77.3,2.5,86.7,B
9166,18.3,87.8,7,80.5,B
9167,8.9,90.8,8.3,83,B
9168,12.4,100,8,86.2,B
9169,22.9,99.6,7.9,93.1,A
9170,21.5,51.8,5.9,76,C
9171,7.6,74.7,6.3,68.2,D
9172,14,84.2,8.4,84.7,B
9173,16.4,72.8,7.7,77.2,C
9174,11.4,40.6,9,62,D
9175,31.5,76.3,4.7,82.7,B
9176,16.6,85,4.6,83.4,B
9177,14.6,78.7,5.3,79.1,C
9178,23.3,73,4.1,77.3,C
9179,12.4,85.5,3.4,75.8,C
9180,22.1,89.1,6.9,87.3,B
9181,3.3,79.4,6.8,68.2,D
9182,11.8,100,6.5,85.6,B
9183,22.3,85.7,6.7,83.8,B
9184,26,74.5,3.1,73.4,C
9185,9.6,71.5,5,69.8,D
9186,8.8,82.4,5.4,73,C
